id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,year
7059,Benito Raman,25,1627,4,4.217386391013861,3,1.8976702224463224,34,15,2,0,F M S,Schalke 04,4,4.217386391013861,6.409005416557193,0.4823285937309265,Bundesliga,2019
7065,Florian Neuhaus,30,2356,4,6.460361911915243,2,3.1475254744291306,57,30,6,0,M S,Borussia M.Gladbach,4,6.460361911915243,20.55044497549534,12.684585148468614,Bundesliga,2019
7073,Pierre Kunde,28,1884,4,2.3218833254650235,0,1.3492703065276146,39,10,6,0,M S,Mainz 05,4,2.3218833254650235,6.433664775453508,3.742382027208805,Bundesliga,2019
7090,Krzysztof Piatek,15,904,4,4.913368962705135,1,2.0256410823203623,25,11,2,0,F M S,Hertha Berlin,2,3.397822044789791,5.101689614355564,1.338389603421092,Bundesliga,2019
7107,Jean-Paul Boëtius,28,2272,4,3.6848216205835342,5,2.9675988843664527,36,36,5,0,F M S,Mainz 05,4,3.6848216205835342,10.244967608712614,4.831557939760387,Bundesliga,2019
7122,Javairo Dilrosun,23,1313,4,2.077085195109248,2,1.6490806005895138,19,12,2,0,F M S,Hertha Berlin,4,2.077085195109248,5.500563457608223,2.552276990376413,Bundesliga,2019
7295,Joshua Sargent,28,1412,4,3.967420250177383,2,1.4239922910928726,30,11,2,0,F M S,Werder Bremen,4,3.967420250177383,5.668662171810865,1.0664110984653234,Bundesliga,2019
7867,Robert Skov,31,2620,4,5.243510778993368,7,7.45008450653404,62,55,4,0,D F M S,Hoffenheim,4,5.243510778993368,11.267001825384796,4.361553165130317,Bundesliga,2019
8044,Joshua Zirkzee,9,288,4,2.658633567392826,0,0.0227042995393276,11,1,0,0,F S,Bayern Munich,4,2.658633567392826,3.870524533092976,1.6296750009059906,Bundesliga,2019
8140,Munas Dabbur,14,786,4,3.9433959424495697,0,0.9211167134344578,24,8,4,0,F M S,Hoffenheim,4,3.9433959424495697,4.588885433971882,1.323129702359438,Bundesliga,2019
27,Vladimir Darida,28,2267,3,3.077017752453685,4,4.510004241019487,43,49,6,1,M S,Hertha Berlin,3,3.077017752453685,12.354212135076525,6.0459122862666845,Bundesliga,2019
60,Christian Gentner,31,2463,3,2.8318436294794083,2,2.1426877789199352,35,27,4,0,M S,Union Berlin,3,2.8318436294794083,8.817595012485981,5.069120729342103,Bundesliga,2019
119,Anthony Ujah,24,948,3,2.2106569726020098,2,1.1451426316052675,19,10,0,0,F M S,Union Berlin,3,2.2106569726020098,3.208867145702243,0.2517924979329109,Bundesliga,2019
223,Joshua Kimmich,33,2827,3,1.0296544004231691,8,8.446616698987782,25,77,7,0,D M S,Bayern Munich,3,1.0296544004231691,30.93664002045989,28.058832820504904,Bundesliga,2019
228,Sebastian Rode,29,1970,3,0.9580091126263142,3,1.5907359924167397,13,23,6,0,M S,Eintracht Frankfurt,3,0.9580091126263142,7.127661500591785,5.727525976020843,Bundesliga,2019
229,Thiago Alcántara,24,1773,3,2.582844851538539,0,1.0969494432210922,18,20,7,0,M S,Bayern Munich,3,2.582844851538539,19.60725235193968,16.872010193765163,Bundesliga,2019
261,Julian Brandt,33,2222,3,3.6490415278822184,7,5.632642220705748,34,39,0,0,F M S,Borussia Dortmund,3,3.6490415278822184,22.385952688753605,14.676886428147554,Bundesliga,2019
422,Mario Götze,15,513,3,2.1716230362653732,0,1.4714079089462755,8,11,0,0,F S,Borussia Dortmund,2,1.414089009165764,3.1542480513453484,1.177815280854702,Bundesliga,2019
426,Daniel Ginczek,18,781,3,3.851688828319311,1,1.6783287450671196,24,9,2,0,F S,Wolfsburg,3,3.851688828319311,4.848443754017353,0.5946453884243965,Bundesliga,2019
983,Kevin Mbabu,20,1694,3,1.8817782495170832,1,2.599290195852518,11,16,4,0,D S,Wolfsburg,3,1.8817782495170832,4.88356489315629,4.037629299797118,Bundesliga,2019
2655,Alfred Finnbogason,21,951,3,5.906304186210036,1,2.6616726452484727,18,19,1,0,F S,Augsburg,2,5.148527210578322,6.308928647078574,2.0408276095986366,Bundesliga,2019
5254,Marcel Halstenberg,29,2526,3,2.44380812253803,3,4.261245860718191,31,36,4,1,D S,RasenBallsport Leipzig,3,2.44380812253803,13.555171936750412,11.85619892179966,Bundesliga,2019
5353,Josip Brekalo,30,1671,3,3.5778748923912644,4,5.028641918674111,42,48,0,0,F M S,Wolfsburg,3,3.5778748923912644,10.9573409948498,4.119742022827268,Bundesliga,2019
5358,Lukas Klostermann,31,2655,3,3.489213526248932,1,3.351806537248194,12,16,1,0,D M,RasenBallsport Leipzig,3,3.489213526248932,13.820111069828272,10.80620559118688,Bundesliga,2019
5360,Weston McKennie,28,2075,3,2.4019281854853034,0,2.8748298306018114,32,19,8,0,D M S,Schalke 04,3,2.4019281854853034,5.271044530905783,2.9065083600580692,Bundesliga,2019
5659,Nordi Mukiele,25,1795,3,2.805176786147058,1,1.5565829761326313,22,14,1,0,D M S,RasenBallsport Leipzig,3,2.805176786147058,10.044188026338816,7.228609507903457,Bundesliga,2019
5735,Jean-Philippe Mateta,18,1062,3,5.5668420270085335,1,1.2826550006866455,35,6,0,1,F S,Mainz 05,2,4.809065014123917,6.353745108470321,1.8619926422834396,Bundesliga,2019
6090,Simon Terodde,23,779,3,6.090852249413729,1,0.9462506119161844,35,8,4,0,F M S,FC Cologne,3,6.090852249413729,5.439777674153447,1.0870289765298369,Bundesliga,2019
7067,Paulinho,13,280,3,2.2562496215105057,2,1.2294707670807838,9,7,1,0,M S,Bayer Leverkusen,3,2.2562496215105057,4.513621941208839,2.2202541260048747,Bundesliga,2019
7309,Ahmed Kutucu,25,636,3,1.7219038866460323,2,0.3196637062355876,16,6,2,0,F S,Schalke 04,3,1.7219038866460323,3.0608270280063152,1.1334396284073591,Bundesliga,2019
7345,Alphonso Davies,29,2228,3,2.3693599672988057,5,4.259582146070898,12,36,2,1,D S,Bayern Munich,3,2.3693599672988057,25.400243878364563,21.066972889006134,Bundesliga,2019
7376,Ozan Kabak,26,1769,3,1.6838491051457822,1,0.3034070059657097,11,3,4,0,D S,Schalke 04,3,1.6838491051457822,1.534020110964775,1.4437372162938118,Bundesliga,2019
7789,Dominick Drexler,27,1575,3,2.0607249261811376,4,3.497254285030067,19,27,5,0,M S,FC Cologne,3,2.0607249261811376,6.589061740785837,3.0113992746919394,Bundesliga,2019
7802,Ben Zolinski,28,1211,3,3.061158230528235,2,1.2530871760100126,19,14,3,0,F M S,Paderborn,3,3.061158230528235,5.438079768791795,2.034308386966586,Bundesliga,2019
8292,Dani Olmo,12,767,3,1.9231843054294584,1,1.2144705802202225,21,9,1,0,F M S,RasenBallsport Leipzig,3,1.9231843054294584,5.222256325185299,2.7866647131741047,Bundesliga,2019
38,Daniel Brosinski,26,1694,2,2.149533223360777,4,5.68584299646318,23,55,3,0,D S,Mainz 05,1,1.3917568363249302,6.4313003197312355,2.965051496401429,Bundesliga,2019
42,Julian Baumgartlinger,27,1798,2,2.1513993982225657,2,1.7409704229794445,17,17,4,0,M S,Bayer Leverkusen,2,2.1513993982225657,9.86036067083478,7.853220948949456,Bundesliga,2019
74,Pavel Kaderábek,30,2477,2,3.040431878529489,7,4.747436864301562,27,39,2,0,D M S,Hoffenheim,2,3.040431878529489,9.320814335718753,5.046486342325807,Bundesliga,2019
84,Ermin Bicakcic,21,1175,2,0.4059430062770843,0,0.0819766018539667,7,2,0,0,D S,Hoffenheim,2,0.4059430062770843,3.270017707720399,3.143243009224534,Bundesliga,2019
96,Salif Sané,15,1123,2,0.7684318879619241,1,0.9184840321540833,9,2,4,0,D M S,Schalke 04,2,0.7684318879619241,2.475387243553996,1.9210812114179137,Bundesliga,2019
110,Theodor Gebre Selassie,28,2429,2,0.7418119003996253,2,1.1291306847706435,12,18,2,0,D M,Werder Bremen,2,0.7418119003996253,6.018804274499416,4.59359011054039,Bundesliga,2019
140,Yannick Gerhardt,18,800,2,2.1305190809071064,0,0.1140052806586027,11,6,1,0,M S,Wolfsburg,2,2.1305190809071064,3.926471170037985,2.2128936387598515,Bundesliga,2019
157,Daniel Caligiuri,28,2306,2,2.925119623541832,2,2.9795832014642656,44,38,5,0,D F M S,Schalke 04,1,2.1673430055379868,4.575943438336253,2.0344440806657076,Bundesliga,2019
188,Kevin Kampl,11,677,2,0.2825133502483368,2,2.7543020118027925,5,10,1,0,M S,RasenBallsport Leipzig,2,0.2825133502483368,8.290107928216457,6.847980722784996,Bundesliga,2019
194,Admir Mehmedi,21,1206,2,1.536661504302174,2,2.1668263878673315,22,19,0,0,F M S,Wolfsburg,2,1.536661504302174,6.112823883071542,3.069345668889582,Bundesliga,2019
206,Oscar Wendt,25,1674,2,1.1303729303181171,2,2.603336887434125,9,22,3,0,D M S,Borussia M.Gladbach,2,1.1303729303181171,6.40250413864851,4.22398729249835,Bundesliga,2019
254,Steven Zuber,14,758,2,1.475682076998055,0,0.2297161035239696,10,4,1,0,D M S,Hoffenheim,2,0.7179051013663411,1.4189784042537212,0.6326811984181404,Bundesliga,2019
283,David Abraham,20,1692,2,1.300638597458601,0,0.1032258011400699,7,2,2,1,D S,Eintracht Frankfurt,2,1.300638597458601,4.943648315966129,4.429274693131447,Bundesliga,2019
311,Sven Bender,33,2728,2,1.7732583992183208,1,0.1790350060909986,18,3,3,0,D,Bayer Leverkusen,2,1.7732583992183208,10.707153318449857,10.542798368260264,Bundesliga,2019
347,Kaan Ayhan,31,2734,2,2.360898582264781,3,2.4161013504490256,29,19,10,0,D,Fortuna Duesseldorf,2,2.360898582264781,5.2335350131616,4.535861323587596,Bundesliga,2019
370,Marvin Friedrich,31,2790,2,1.8817071812227368,0,0.0492771090939641,28,2,9,1,D,Union Berlin,2,1.8817071812227368,2.461386013776064,2.4167099967598915,Bundesliga,2019
417,Tin Jedvaj,31,2641,2,1.439860789105296,0,0.1814650995656848,14,7,6,0,D M S,Augsburg,2,1.439860789105296,2.3222828935831785,2.139322397299111,Bundesliga,2019
421,Lars Bender,18,1377,2,0.7787642106413841,1,1.3037368040531874,14,18,3,0,D M S,Bayer Leverkusen,2,0.7787642106413841,6.17320404201746,4.99036580324173,Bundesliga,2019
436,Andre Hoffmann,29,2438,2,1.200008813291788,1,0.5656305104494095,14,2,7,0,D S,Fortuna Duesseldorf,2,1.200008813291788,2.4919165279716253,2.209107192233205,Bundesliga,2019
604,Emre Can,12,956,2,1.136731575243175,0,0.3038211017847061,16,3,5,0,D M S,Borussia Dortmund,2,1.136731575243175,5.290361166000366,4.678490672260523,Bundesliga,2019
1084,Jonjoe Kenny,31,2732,2,1.1650716923177242,3,1.1544625936076045,12,15,5,0,D,Schalke 04,2,1.1650716923177242,5.362749827094376,4.135393099859357,Bundesliga,2019
1277,Roland Sallai,21,1170,2,3.173120791092515,0,0.91549701243639,34,12,2,0,F M S,Freiburg,2,3.173120791092515,4.2775292079895735,1.7039513187482953,Bundesliga,2019
4243,Christian Günter,34,3036,2,1.2055699182674289,8,8.441035445779562,32,80,2,0,D M,Freiburg,2,1.2055699182674289,9.718329538591206,5.42901882622391,Bundesliga,2019
4271,Janik Haberer,26,1725,2,0.6445356970652938,2,1.5322561990469694,13,18,3,1,D F M S,Freiburg,2,0.6445356970652938,6.214112728834152,4.896367430686951,Bundesliga,2019
5242,Stefan Ilsanker,18,1250,2,2.0242561688646674,1,0.7581016011536121,12,7,6,0,D M S,"Eintracht Frankfurt,RasenBallsport Leipzig",2,2.0242561688646674,3.981235090643167,3.7887971736490726,Bundesliga,2019
5625,Kwon Chang-Hoon,23,656,2,2.0650843204930425,0,1.1701442748308182,15,13,0,0,F M S,Freiburg,2,2.0650843204930425,4.472674395889044,1.7971874810755253,Bundesliga,2019
6096,Sergio Córdova,16,354,2,1.1473228000104427,1,0.8858918938785791,5,4,0,0,F S,Augsburg,2,1.1473228000104427,2.1104125697165728,0.0771974995732307,Bundesliga,2019
6109,Konrad Laimer,29,2133,2,0.8008559951558709,6,2.372456332668662,10,14,6,1,D M S,RasenBallsport Leipzig,2,0.8008559951558709,11.602963907644153,9.921735165640712,Bundesliga,2019
6145,Daichi Kamada,28,1970,2,6.370812978595495,4,3.510614726226777,46,38,5,0,F M S,Eintracht Frankfurt,2,6.370812978595495,13.206479104235768,5.602587649598718,Bundesliga,2019
6147,Denis Zakaria,23,1945,2,2.570228900760412,2,1.4774127248674631,23,11,7,0,D M S,Borussia M.Gladbach,2,2.570228900760412,10.452865332365036,7.161064125597477,Bundesliga,2019
7043,Eduard Löwen,23,955,2,0.8876844812184572,1,0.9991650208830832,15,12,0,0,M S,"Augsburg,Hertha Berlin",2,0.8876844812184572,1.856400838121772,1.094246824271977,Bundesliga,2019
7394,Rabbi Matondo,20,1174,2,2.618232928216458,0,0.7550368933007121,23,12,1,0,F M S,Schalke 04,2,2.618232928216458,3.954907432198525,0.9120400883257388,Bundesliga,2019
7784,Joao Victor,32,1637,2,4.583164872601628,2,2.175634326413274,29,14,4,0,F M S,Wolfsburg,2,4.583164872601628,8.529213715344667,2.4711696775630116,Bundesliga,2019
7795,Kai Pröger,31,2070,2,3.12912608217448,6,3.84715068154037,51,41,0,0,F M S,Paderborn,2,3.12912608217448,5.931446994654834,1.6190927037969232,Bundesliga,2019
7796,Klaus Gjasula,29,2311,2,1.8893223674967885,1,1.2945232978090644,14,28,17,0,D M S,Paderborn,2,1.131707397289574,5.115803117863834,3.641682531684637,Bundesliga,2019
7801,Cauly Oliveira Souza,13,720,2,1.4051723945885897,0,0.5883684884756804,14,10,0,0,F M S,Paderborn,2,1.4051723945885897,2.3244914561510086,0.9163208678364754,Bundesliga,2019
7813,Jeremiah St. Juste,25,2118,2,0.5927179045975208,2,1.21624400280416,12,5,7,0,D M S,Mainz 05,2,0.5927179045975208,4.6428596787154675,4.120782487094402,Bundesliga,2019
7881,Sebastian Polter,13,322,2,1.903496852144599,2,1.0297746062278748,9,10,1,1,F S,Union Berlin,0,0.3879429008811712,1.5708752013742924,0.4903001934289932,Bundesliga,2019
8078,Sebastian Schonlau,23,2070,2,1.143970568664372,0,0.1472152024507522,12,4,2,0,D M,Paderborn,2,1.143970568664372,3.42697817645967,3.285787785425782,Bundesliga,2019
8146,Ismail Jakobs,20,1696,2,2.6280214181169868,2,1.0853777676820755,18,12,4,0,D F M,FC Cologne,2,2.6280214181169868,5.274628356099129,2.0308642257004976,Bundesliga,2019
8303,Marin Pongracic,11,934,2,1.6641854010522366,0,0.0,5,0,4,1,D,Wolfsburg,2,1.6641854010522366,2.8044438585639,2.8044438585639,Bundesliga,2019
26,Salomon Kalou,5,144,1,1.0961487740278244,0,0.698166012763977,5,1,0,0,F S,Hertha Berlin,1,1.0961487740278244,2.5715097934007645,0.7771929800510406,Bundesliga,2019
28,Mitchell Weiser,18,1165,1,1.7394279018044472,0,0.2633464969694614,7,5,3,0,D M S,Bayer Leverkusen,1,1.7394279018044472,5.071936506778002,3.954045463353395,Bundesliga,2019
82,Nadiem Amiri,30,1855,1,2.271270618773997,2,6.069704246707261,42,54,3,0,D M S,Bayer Leverkusen,1,2.271270618773997,11.075126070529222,6.082136748358607,Bundesliga,2019
90,Sebastian Rudy,32,2744,1,0.9874845840968192,3,5.194888169877231,25,53,9,0,D M S,Hoffenheim,1,0.9874845840968192,11.82784521766007,7.861621992662549,Bundesliga,2019
125,Maximilian Eggestein,32,2858,1,2.6123814256861806,3,2.1551257744431496,45,31,6,0,D M,Werder Bremen,1,2.6123814256861806,8.739833230152726,4.608227593824267,Bundesliga,2019
161,Robin Knoche,21,1592,1,0.2907485030591488,0,0.1673030271194875,4,3,2,0,D S,Wolfsburg,1,0.2907485030591488,3.7003884855657816,3.7003884855657816,Bundesliga,2019
171,Michael Gregoritsch,20,1144,1,4.051743941381574,1,1.2388455960899591,28,15,2,0,F M S,"Augsburg,Schalke 04",1,4.051743941381574,5.30549100227654,0.8781856670975685,Bundesliga,2019
212,Nico Elvedi,32,2622,1,0.6699576955288649,0,0.045422900468111,9,1,5,0,D S,Borussia M.Gladbach,1,0.6699576955288649,10.47930993884802,10.47930993884802,Bundesliga,2019
249,Danny da Costa,19,1389,1,1.5111648067831993,4,3.846551671624184,17,22,0,0,D M S,Eintracht Frankfurt,1,1.5111648067831993,8.529056921601295,4.603726426139474,Bundesliga,2019
251,Benjamin Hübner,25,2085,1,2.360271924175322,4,2.522135693579912,27,8,4,2,D,Hoffenheim,1,2.360271924175322,6.044902943074703,4.983354004099965,Bundesliga,2019
252,Alfredo Morales,27,1715,1,0.8440459873527288,2,0.7509634047746658,20,9,6,0,M S,Fortuna Duesseldorf,1,0.8440459873527288,2.493336901068687,1.3468296276405454,Bundesliga,2019
268,Daniel Baier,23,1952,1,0.4432306010276079,0,1.0045685097575188,16,10,6,0,M S,Augsburg,1,0.4432306010276079,3.818816475570202,2.4779623821377754,Bundesliga,2019
310,Lukasz Piszczek,29,2112,1,0.3422868996858597,3,2.2982575865462422,8,14,3,0,D S,Borussia Dortmund,1,0.3422868996858597,13.67387016536668,12.737794869113714,Bundesliga,2019
312,Neven Subotic,23,1977,1,1.044812991283834,0,0.7675563208758831,13,6,1,1,D,Union Berlin,1,1.044812991283834,2.245855450630188,2.1326440572738647,Bundesliga,2019
313,Marcel Schmelzer,7,55,1,0.6607010141015053,1,0.1908071041107177,2,2,0,0,S,Borussia Dortmund,1,0.6607010141015053,0.3145879954099655,0.0191705003380775,Bundesliga,2019
315,Matthias Ginter,31,2782,1,2.1156279938295484,1,1.5557665973901749,17,8,2,0,D,Borussia M.Gladbach,1,2.1156279938295484,12.17545086890459,10.79397850483656,Bundesliga,2019
360,Ádám Szalai,27,1117,1,4.373577482998371,1,1.5139091685414314,30,14,1,0,F S,Mainz 05,1,4.373577482998371,5.17168078571558,1.005893299356103,Bundesliga,2019
368,Konstantinos Stafylidis,7,388,1,0.0706476010382175,0,0.3514527045190334,4,5,0,0,D S,Hoffenheim,1,0.0706476010382175,0.722646489739418,0.6643818914890289,Bundesliga,2019
372,Julian Weigl,13,1027,1,0.2332166042178869,0,0.3514007087796926,9,4,4,0,D M S,Borussia Dortmund,1,0.2332166042178869,2.7789939045906067,2.5712329298257828,Bundesliga,2019
373,Mats Hummels,31,2588,1,1.485994189977646,3,2.114341501146555,22,9,6,1,D,Borussia Dortmund,1,1.485994189977646,15.734788190573454,14.86695807799697,Bundesliga,2019
391,David Alaba,28,2501,1,0.8317730994895101,1,2.0560874342918396,19,19,0,0,D S,Bayern Munich,1,0.8317730994895101,20.72758300602436,18.93209720775485,Bundesliga,2019
412,André Hahn,15,695,1,2.306598784402013,0,0.4555081985890865,16,9,4,1,F M S,Augsburg,1,1.548821808770299,3.0669920165091753,1.199151873588562,Bundesliga,2019
418,Niklas Stark,21,1738,1,0.8470338890329003,0,0.4422426000237465,10,4,8,0,D M S,Hertha Berlin,1,0.8470338890329003,4.359593136701733,3.944614163134247,Bundesliga,2019
419,Maximilian Mittelstädt,26,1884,1,0.8465624824166298,3,1.823522986844182,22,22,4,0,D M S,Hertha Berlin,1,0.8465624824166298,6.200127812102437,4.329467549920082,Bundesliga,2019
433,Nico Schulz,11,592,1,0.3696514032781124,0,0.1002617022022605,6,3,0,0,D S,Borussia Dortmund,1,0.3696514032781124,1.4760738862678409,1.019758521579206,Bundesliga,2019
454,Charles Aránguiz,27,2129,1,1.1556971855461595,3,2.371656759642065,16,23,2,0,M S,Bayer Leverkusen,1,1.1556971855461595,13.424682434648275,11.701839372515678,Bundesliga,2019
1040,Angelino,13,1092,1,0.84761081635952,2,2.4697967302054167,5,20,2,0,D M S,RasenBallsport Leipzig,1,0.84761081635952,6.4405107498168945,4.98066496104002,Bundesliga,2019
1673,Edimilson Fernandes,24,1486,1,0.7346489885821939,0,0.3944765971973538,23,8,5,1,D M S,Mainz 05,1,0.7346489885821939,2.7788377925753593,1.9445847179740667,Bundesliga,2019
2210,Jorge Meré,11,606,1,0.9525798121467232,0,0.0946138985455036,3,2,4,1,D S,FC Cologne,1,0.9525798121467232,1.6847013793885708,1.6847013793885708,Bundesliga,2019
2624,Djibril Sow,29,1732,1,1.6817258968949318,3,2.3930437844246626,21,25,2,0,M S,Eintracht Frankfurt,1,1.6817258968949318,8.51553562283516,5.850032136309892,Bundesliga,2019
2629,Matthias Zimmermann,34,2931,1,0.4840454487130046,2,2.3488530069589615,16,25,4,0,D M S,Fortuna Duesseldorf,1,0.4840454487130046,6.34612780995667,5.052494205534458,Bundesliga,2019
2659,Noah Joel Sarenren Bazee,10,383,1,1.07209650054574,0,0.3563464023172855,4,5,1,0,M S,Augsburg,1,1.07209650054574,1.352800589054823,0.3394784890115261,Bundesliga,2019
2693,Marius Wolf,21,1415,1,1.0392710892483592,3,2.1718683103099465,14,19,1,1,D F M S,Hertha Berlin,1,1.0392710892483592,5.376403775066137,2.7363917659968138,Bundesliga,2019
3216,Marcel Tisserand,15,1210,1,0.8519797939807177,1,0.3287663022056222,8,4,6,1,D S,Wolfsburg,1,0.8519797939807177,3.68109979853034,3.4399717040359974,Bundesliga,2019
3339,Jérôme Roussillon,29,2376,1,1.061581916175783,1,3.0398305067792535,19,24,4,0,D S,Wolfsburg,1,1.061581916175783,9.5572580229491,6.062775610014796,Bundesliga,2019
3347,Ellyes Skhiri,32,2684,1,2.006482768803835,3,2.526586371473968,25,20,4,0,M S,FC Cologne,1,2.006482768803835,7.469266745261848,5.019792003557086,Bundesliga,2019
3388,Karim Rekik,14,1260,1,0.5247468017041683,0,0.6541125178337097,5,3,0,0,D,Hertha Berlin,1,0.5247468017041683,1.92613379471004,1.5288347955793142,Bundesliga,2019
3431,Almamy Touré,19,1500,1,1.8362096045166256,3,2.6771870092488825,15,22,2,0,D M S,Eintracht Frankfurt,1,1.8362096045166256,5.0703695537522435,2.770452323369682,Bundesliga,2019
3603,Corentin Tolisso,13,632,1,1.2479420704767108,2,1.7606852892786264,15,13,0,0,M S,Bayern Munich,1,1.2479420704767108,8.434467654675245,6.477352004498243,Bundesliga,2019
4250,Nicolas Höfler,32,2788,1,2.590252754278481,0,0.3911707019433379,26,16,9,0,M S,Freiburg,1,2.590252754278481,7.489794835448265,5.369407834485173,Bundesliga,2019
4258,Uwe Hünemeier,16,1200,1,1.4095620028674605,0,0.2237354982644319,12,6,5,1,D S,Paderborn,0,0.6521107032895088,1.0101280026137829,0.8231428060680628,Bundesliga,2019
4268,Christian Strohdiek,16,1363,1,1.3642537957057357,2,1.6148249115794897,8,11,3,0,D,Paderborn,1,1.3642537957057357,1.4334984878078103,0.7339763008058071,Bundesliga,2019
4280,Davie Selke,30,1399,1,3.5061407778412104,1,0.775637379847467,31,11,6,0,F S,"Hertha Berlin,Werder Bremen",1,3.5061407778412104,5.116570001468062,1.1391449999064207,Bundesliga,2019
5238,Jordan Torunarigha,18,1460,1,0.6191855818033218,1,0.7322943061590195,2,8,3,0,D S,Hertha Berlin,1,0.6191855818033218,3.9591634683310986,2.9570115599781275,Bundesliga,2019
5257,Willi Orban,12,846,1,0.7313839490525424,0,0.0729238018393516,7,3,0,0,D S,RasenBallsport Leipzig,1,0.7313839490525424,4.842320207506418,4.68344983831048,Bundesliga,2019
5270,Gerrit Holtmann,24,1061,1,1.0920500066131351,0,1.549279723316431,24,14,1,1,D M S,Paderborn,1,1.0920500066131351,3.2455503391101956,0.9315233044326304,Bundesliga,2019
5273,Kerem Demirbay,25,1580,1,3.1821085903793573,5,4.525013342499733,30,41,2,1,F M S,Bayer Leverkusen,1,3.1821085903793573,11.65563353523612,8.764033805578947,Bundesliga,2019
5292,Manuel Gulde,17,1378,1,1.1286246990785005,0,0.1563299000263214,14,5,0,0,D S,Freiburg,1,1.1286246990785005,3.4591088760644197,3.2068117782473564,Bundesliga,2019
5340,Marco Friedl,27,2195,1,0.9835066283121704,3,1.5248115863651035,11,20,9,0,D M S,Werder Bremen,1,0.9835066283121704,4.981671880930662,3.807719994336366,Bundesliga,2019
5989,Moussa Niakhate,33,2970,1,1.0506179528310895,2,0.8867622846737504,12,12,7,0,D,Mainz 05,1,1.0506179528310895,5.568259958177805,5.403043571859598,Bundesliga,2019
6084,Johannes Eggestein,14,502,1,0.6534037943929434,0,0.3564661871641874,15,6,1,1,F M S,Werder Bremen,1,0.6534037943929434,1.6296054180711508,0.7814196711406112,Bundesliga,2019
6103,Dan-Axel Zagadou,15,977,1,0.1980495993047952,1,0.6806094087660313,4,6,1,0,D S,Borussia Dortmund,1,0.1980495993047952,5.477315834723413,4.900670054368675,Bundesliga,2019
6148,Michaël Cuisance,9,300,1,0.6578074190765619,0,0.1753159016370773,12,5,1,0,M S,Bayern Munich,1,0.6578074190765619,3.1526945531368256,2.604305639863014,Bundesliga,2019
6229,William,16,1366,1,1.5593757089227438,1,2.063817212358117,18,15,0,0,D,Wolfsburg,1,1.5593757089227438,5.262504043057561,2.2301802784204483,Bundesliga,2019
6273,Robin Koch,32,2708,1,4.199454915709794,0,1.287268802523613,35,12,3,0,D M S,Freiburg,1,4.199454915709794,5.81000829488039,3.903152272105217,Bundesliga,2019
6476,Mohamed Dräger,18,1462,1,0.7624287875369191,3,1.114995589479804,14,15,2,0,D M S,Paderborn,1,0.7624287875369191,2.7989389337599277,1.1883691996335983,Bundesliga,2019
6708,Bote Baku,30,2341,1,0.9638389945030212,3,3.709520567208529,22,29,5,1,D M S,Mainz 05,1,0.9638389945030212,10.095979064702988,6.468946561217308,Bundesliga,2019
7024,Kasim Nuhu,13,995,1,1.381650421768427,0,0.1274439990520477,6,2,0,0,D S,Fortuna Duesseldorf,1,1.381650421768427,1.3604871705174446,1.304211176931858,Bundesliga,2019
7049,Evan Ndicka,22,1729,1,0.6561674885451794,1,0.8971352055668831,10,8,3,0,D S,Eintracht Frankfurt,1,0.6561674885451794,6.968970969319344,6.002117481082678,Bundesliga,2019
7054,Steven Skrzybski,11,529,1,1.23697249032557,2,0.2998511977493763,14,6,0,0,F M S,Fortuna Duesseldorf,1,1.23697249032557,1.5224795751273632,0.0800854992121458,Bundesliga,2019
7056,Niko Gießelmann,25,2060,1,0.4787951968610286,1,1.7135836314409971,14,22,6,0,D S,Fortuna Duesseldorf,1,0.4787951968610286,4.3149274829775095,3.1012486927211285,Bundesliga,2019
7079,Marcelo Saracchi,4,173,1,0.3544232994318008,0,0.5043639987707138,4,4,1,0,D S,RasenBallsport Leipzig,1,0.3544232994318008,1.4328100383281708,0.6309443935751915,Bundesliga,2019
7108,Jonathan Burkardt,8,244,1,0.8058760911226273,0,0.0980890989303588,7,1,0,0,F M S,Mainz 05,1,0.8058760911226273,0.9294912964105606,0.1520844958722591,Bundesliga,2019
7197,Fredrik Jensen,10,449,1,0.5446818061172962,0,0.224491998553276,6,2,0,0,F M S,Augsburg,1,0.5446818061172962,0.9941038154065608,0.289517693221569,Bundesliga,2019
7783,Xaver Schlager,23,1736,1,1.203978709876537,2,2.29444401524961,32,15,4,0,F M S,Wolfsburg,1,1.203978709876537,6.203220060095191,3.0414217840880156,Bundesliga,2019
7785,Kingsley Ehizibue,31,2352,1,1.16643500700593,1,1.3374246880412102,12,15,6,1,D M S,FC Cologne,1,1.16643500700593,5.754091142676771,3.9989279033616185,Bundesliga,2019
7786,Rafael Czichos,26,2210,1,2.403120189905166,1,0.8908140063285828,13,7,2,1,D,FC Cologne,1,2.403120189905166,4.088772201910615,3.780375682748854,Bundesliga,2019
7794,Jamilu Collins,30,2670,1,1.904747481457889,2,1.1902240961790085,19,19,7,1,D,Paderborn,1,1.1469705058261752,6.266130018047988,4.651661560870707,Bundesliga,2019
7797,Sebastian Vasiliadis,32,2812,1,1.2893568109720943,1,2.3311391407623887,37,27,10,0,M,Paderborn,1,1.2893568109720943,5.872351228259504,3.795518774539232,Bundesliga,2019
